Time_s,Voltage_mV
7.263000,-0.306296
7.264000,-0.307593
7.265000,-0.302403
7.266000,-0.299807
7.267000,-0.303700
7.268000,-0.307593
7.269000,-0.311811
7.270000,-0.326410
7.271000,-0.341010
7.272000,-0.347174
7.273000,-0.360800
7.274000,-0.367288
7.275000,-0.362746
7.276000,-0.350094
7.277000,-0.341334
7.278000,-0.354636
7.279000,-0.361449
7.280000,-0.366964
7.281000,-0.382861
7.282000,-0.402976
7.283000,-0.421793
7.284000,-0.436067
7.285000,-0.443854
7.286000,-0.453262
7.287000,-0.463968
7.288000,-0.470133
7.289000,-0.480190
7.290000,-0.492518
7.291000,-0.497709
7.292000,-0.499656
7.293000,-0.505495
7.294000,-0.512308
7.295000,-0.510686
7.296000,-0.517824
7.297000,-0.540534
7.298000,-0.548644
7.299000,-0.527557
7.300000,-0.495762
7.301000,-0.496087
7.302000,-0.524961
7.303000,-0.534694
7.304000,-0.523663
7.305000,-0.524961
7.306000,-0.554160
7.307000,-0.578492
7.308000,-0.585954
7.309000,-0.593091
7.310000,-0.594389
7.311000,-0.601526
7.312000,-0.620668
7.313000,-0.647595
7.314000,-0.673550
7.315000,-0.702748
7.316000,-0.726107
7.317000,-0.749142
7.318000,-0.783207
7.319000,-0.823436
7.320000,-0.848741
7.321000,-0.869505
7.322000,-0.892864
7.323000,-0.901948
7.324000,-0.904868
7.325000,-0.887673
7.326000,-0.867234
7.327000,-0.845497
7.328000,-0.815974
7.329000,-0.776069
7.330000,-0.726756
7.331000,-0.666412
7.332000,-0.600878
7.333000,-0.532099
7.334000,-0.464293
7.335000,-0.397785
7.336000,-0.337441
7.337000,-0.286181
7.338000,-0.242059
7.339000,-0.206371
7.340000,-0.177497
7.341000,-0.152841
7.342000,-0.135970
7.343000,-0.121371
7.344000,-0.112936
7.345000,-0.100283
7.346000,-0.094443
7.347000,-0.090550
7.348000,-0.088928
7.349000,-0.090875
7.350000,-0.097039
7.351000,-0.102554
7.352000,-0.103203
7.353000,-0.088604
7.354000,-0.072707
7.355000,-0.072058
7.356000,-0.064271
7.357000,-0.044481
7.358000,-0.037344
7.359000,-0.045454
7.360000,-0.058107
7.361000,-0.069138
7.362000,-0.066867
7.363000,-0.061027
7.364000,-0.058107
7.365000,-0.059080
7.366000,-0.061676
7.367000,-0.070111
7.368000,-0.072707
7.369000,-0.067516
7.370000,-0.060378
7.371000,-0.061351
7.372000,-0.070760
7.373000,-0.082115
7.374000,-0.089577
7.375000,-0.091848
7.376000,-0.077897
7.377000,-0.069462
7.378000,-0.080168
7.379000,-0.095417
7.380000,-0.102878
7.381000,-0.106123
7.382000,-0.110989
7.383000,-0.115531
7.384000,-0.119424
7.385000,-0.111638
7.386000,-0.098661
7.387000,-0.084062
7.388000,-0.063622
7.389000,-0.048374
7.390000,-0.050645
7.391000,-0.052267
7.392000,-0.058107
7.393000,-0.068489
7.394000,-0.083413
7.395000,-0.095417
7.396000,-0.106772
7.397000,-0.110989
7.398000,-0.106447
7.399000,-0.094768
7.400000,-0.088928
7.401000,-0.087630
7.402000,-0.091523
7.403000,-0.099634
7.404000,-0.102230
7.405000,-0.104176
7.406000,-0.097363
7.407000,-0.089577
7.408000,-0.086333
7.409000,-0.076275
7.410000,-0.071733
7.411000,-0.071409
7.412000,-0.067191
7.413000,-0.055187
7.414000,-0.052267
7.415000,-0.056485
7.416000,-0.058756
7.417000,-0.070111
7.418000,-0.081142
7.419000,-0.083088
7.420000,-0.073355
7.421000,-0.070760
7.422000,-0.079520
7.423000,-0.086333
7.424000,-0.086333
7.425000,-0.085035
7.426000,-0.089252
7.427000,-0.090550
7.428000,-0.091523
7.429000,-0.086981
7.430000,-0.074004
7.431000,-0.053241
7.432000,-0.049348
7.433000,-0.055836
7.434000,-0.056485
7.435000,-0.053241
7.436000,-0.064920
7.437000,-0.078222
7.438000,-0.090226
7.439000,-0.100607
7.440000,-0.098661
7.441000,-0.098661
7.442000,-0.098336
7.443000,-0.098661
7.444000,-0.103852
7.445000,-0.105798
7.446000,-0.108394
7.447000,-0.113260
7.448000,-0.110016
7.449000,-0.104176
7.450000,-0.102230
7.451000,-0.096065
7.452000,-0.085684
7.453000,-0.074004
7.454000,-0.066218
7.455000,-0.076600
7.456000,-0.077573
7.457000,-0.079520
7.458000,-0.077573
7.459000,-0.083413
7.460000,-0.095417
7.461000,-0.102878
7.462000,-0.101256
7.463000,-0.086981
7.464000,-0.095417
7.465000,-0.110665
7.466000,-0.104501
7.467000,-0.100607
7.468000,-0.100607
7.469000,-0.095741
7.470000,-0.092172
7.471000,-0.103203
7.472000,-0.115207
7.473000,-0.120073
7.474000,-0.124291
7.475000,-0.117478
7.476000,-0.110016
7.477000,-0.109043
7.478000,-0.112287
7.479000,-0.117153
7.480000,-0.124291
7.481000,-0.121695
7.482000,-0.112287
7.483000,-0.102230
7.484000,-0.098012
7.485000,-0.096714
7.486000,-0.083088
7.487000,-0.069462
7.488000,-0.070436
7.489000,-0.068165
7.490000,-0.056485
7.491000,-0.049996
7.492000,-0.048699
7.493000,-0.053890
7.494000,-0.050645
7.495000,-0.050645
7.496000,-0.046752
7.497000,-0.036370
7.498000,-0.045130
7.499000,-0.055836
7.500000,-0.053890
7.501000,-0.047401
7.502000,-0.061027
7.503000,-0.079844
7.504000,-0.085035
7.505000,-0.076924
7.506000,-0.073680
7.507000,-0.069787
7.508000,-0.061027
7.509000,-0.057783
7.510000,-0.060054
7.511000,-0.055187
7.512000,-0.047401
7.513000,-0.040264
7.514000,-0.027935
7.515000,-0.022096
7.516000,-0.035073
7.517000,-0.049023
7.518000,-0.061027
7.519000,-0.058756
7.520000,-0.060378
7.521000,-0.060703
7.522000,-0.058107
7.523000,-0.058756
7.524000,-0.061676
7.525000,-0.064271
7.526000,-0.065894
7.527000,-0.064920
7.528000,-0.057783
7.529000,-0.052916
7.530000,-0.050645
7.531000,-0.049023
7.532000,-0.047077
7.533000,-0.049996
7.534000,-0.062325
7.535000,-0.062974
7.536000,-0.058107
7.537000,-0.060703
7.538000,-0.055836
7.539000,-0.047725
7.540000,-0.046752
7.541000,-0.035722
7.542000,-0.037993
7.543000,-0.047077
7.544000,-0.041886
7.545000,-0.033126
7.546000,-0.041561
7.547000,-0.061676
7.548000,-0.073680
7.549000,-0.084710
7.550000,-0.086333
7.551000,-0.092172
7.552000,-0.081142
7.553000,-0.074653
7.554000,-0.075302
7.555000,-0.088604
7.556000,-0.099310
7.557000,-0.097363
7.558000,-0.088928
7.559000,-0.083088
7.560000,-0.083088
7.561000,-0.080817
7.562000,-0.069787
7.563000,-0.062325
7.564000,-0.062325
7.565000,-0.062000
7.566000,-0.051943
7.567000,-0.035073
7.568000,-0.025664
7.569000,-0.016256
7.570000,-0.005874
7.571000,-0.008469
7.572000,0.000615
7.573000,0.012943
7.574000,0.033706
7.575000,0.057390
7.576000,0.083020
7.577000,0.114814
7.578000,0.136226
7.579000,0.149852
7.580000,0.131360
7.581000,0.105081
7.582000,0.088211
7.583000,0.083344
7.584000,0.065500
7.585000,0.055443
7.586000,0.059985
7.587000,0.062905
7.588000,0.060634
7.589000,0.053172
7.590000,0.024298
7.591000,-0.006523
7.592000,-0.027286
7.593000,-0.046752
7.594000,-0.065894
7.595000,-0.079844
7.596000,-0.086333
7.597000,-0.086008
7.598000,-0.092821
7.599000,-0.098985
7.600000,-0.096714
7.601000,-0.088279
7.602000,-0.082764
7.603000,-0.084710
7.604000,-0.091523
7.605000,-0.091848
7.606000,-0.085035
7.607000,-0.069462
7.608000,-0.062325
7.609000,-0.074004
7.610000,-0.087630
7.611000,-0.082439
7.612000,-0.085035
7.613000,-0.092497
7.614000,-0.095741
7.615000,-0.089252
7.616000,-0.083737
7.617000,-0.084062
7.618000,-0.077249
7.619000,-0.061027
7.620000,-0.057458
7.621000,-0.071733
7.622000,-0.083737
7.623000,-0.086333
7.624000,-0.092821
7.625000,-0.094119
7.626000,-0.083737
7.627000,-0.077249
7.628000,-0.079195
7.629000,-0.079195
7.630000,-0.077249
7.631000,-0.072058
7.632000,-0.070760
7.633000,-0.073355
7.634000,-0.073031
7.635000,-0.068165
7.636000,-0.062649
7.637000,-0.061027
7.638000,-0.062325
7.639000,-0.055187
7.640000,-0.029882
7.641000,-0.019500
7.642000,-0.031828
7.643000,-0.040264
7.644000,-0.051619
7.645000,-0.058756
7.646000,-0.056809
7.647000,-0.063947
7.648000,-0.073680
7.649000,-0.086008
7.650000,-0.091523
7.651000,-0.075626
7.652000,-0.063298
7.653000,-0.054214
7.654000,-0.041561
7.655000,-0.022096
7.656000,-0.023718
7.657000,-0.032477
7.658000,-0.036370
7.659000,-0.047725
7.660000,-0.059080
7.661000,-0.053565
7.662000,-0.040588
7.663000,-0.033451
7.664000,-0.033126
7.665000,-0.033775
7.666000,-0.036046
7.667000,-0.040588
7.668000,-0.073680
7.669000,-0.130131
7.670000,-0.199234
7.671000,-0.288128
7.672000,-0.410113
7.673000,-0.568435
7.674000,-0.758550
7.675000,-0.964563
7.676000,-1.144621
7.677000,-1.261415
7.678000,-1.320461
7.679000,-1.302942
7.680000,-1.184201
7.681000,-0.995059
7.682000,-0.731623
7.683000,-0.407842
7.684000,-0.001008
7.685000,0.471038
7.686000,0.936919
7.687000,1.413832
7.688000,1.883608
7.689000,2.270978
7.690000,2.622662
7.691000,2.902322
7.692000,3.065835
7.693000,3.135588
7.694000,3.087897
7.695000,2.935414
7.696000,2.666136
7.697000,2.300502
7.698000,1.913455
7.699000,1.525112
7.700000,1.142933
7.701000,0.781193
7.702000,0.502183
7.703000,0.307201
7.704000,0.185215
7.705000,0.131035
7.706000,0.126818
7.707000,0.136875
7.708000,0.137524
7.709000,0.131035
7.710000,0.123249
7.711000,0.106379
7.712000,0.084317
7.713000,0.052523
7.714000,0.019431
7.715000,-0.007496
7.716000,-0.042210
7.717000,-0.070760
7.718000,-0.098336
7.719000,-0.114882
7.720000,-0.126562
7.721000,-0.131428
7.722000,-0.152192
7.723000,-0.166791
7.724000,-0.184310
7.725000,-0.213185
7.726000,-0.227135
7.727000,-0.238490
7.728000,-0.260227
7.729000,-0.279368
7.730000,-0.285857
7.731000,-0.289750
7.732000,-0.290723
7.733000,-0.285208
7.734000,-0.281964
7.735000,-0.286830
7.736000,-0.300132
7.737000,-0.307269
7.738000,-0.314406
7.739000,-0.312784
7.740000,-0.316353
7.741000,-0.320571
7.742000,-0.326735
7.743000,-0.328033
7.744000,-0.330628
7.745000,-0.328681
7.746000,-0.331277
7.747000,-0.337441
7.748000,-0.341983
7.749000,-0.340685
7.750000,-0.330304
7.751000,-0.331926
7.752000,-0.341334
7.753000,-0.344903
7.754000,-0.344578
7.755000,-0.349445
7.756000,-0.356258
7.757000,-0.365666
7.758000,-0.371182
7.759000,-0.373128
7.760000,-0.371506
7.761000,-0.366315
7.762000,-0.362746
7.763000,-0.363395
7.764000,-0.356907
7.765000,-0.344578
7.766000,-0.333548
7.767000,-0.338414
7.768000,-0.346525
7.769000,-0.347498
7.770000,-0.359827
7.771000,-0.378968
7.772000,-0.382537
7.773000,-0.378968
7.774000,-0.393567
7.775000,-0.400056
7.776000,-0.404598
7.777000,-0.406220
7.778000,-0.411735
7.779000,-0.436392
7.780000,-0.462346
7.781000,-0.479541
7.782000,-0.484083
7.783000,-0.488625
7.784000,-0.492194
7.785000,-0.486030
7.786000,-0.480190
7.787000,-0.481488
7.788000,-0.496736
7.789000,-0.500953
7.790000,-0.495114
7.791000,-0.510037
7.792000,-0.535992
7.793000,-0.550267
7.794000,-0.553835
7.795000,-0.554160
7.796000,-0.569408
7.797000,-0.586603
7.798000,-0.590820
7.799000,-0.592767
7.800000,-0.602824
7.801000,-0.612233
7.802000,-0.619694
7.803000,-0.625534
7.804000,-0.627156
7.805000,-0.625534
7.806000,-0.619694
7.807000,-0.622290
7.808000,-0.630076
7.809000,-0.633645
7.810000,-0.645000
7.811000,-0.657328
7.812000,-0.663817
7.813000,-0.667710
7.814000,-0.662519
7.815000,-0.669657
7.816000,-0.688149
7.817000,-0.698855
7.818000,-0.719294
7.819000,-0.744275
7.820000,-0.768607
7.821000,-0.784829
7.822000,-0.802997
7.823000,-0.825707
7.824000,-0.853932
7.825000,-0.884104
7.826000,-0.917196
7.827000,-0.936013
7.828000,-0.940555
7.829000,-0.943150
7.830000,-0.926604
7.831000,-0.893188
7.832000,-0.858799
7.833000,-0.815650
7.834000,-0.760172
7.835000,-0.692367
7.836000,-0.617748
7.837000,-0.544102
7.838000,-0.473052
7.839000,-0.407842
7.840000,-0.348472
7.841000,-0.307918
7.842000,-0.273528
7.843000,-0.251792
7.844000,-0.234921
7.845000,-0.210265
7.846000,-0.185284
7.847000,-0.165493
7.848000,-0.147325
7.849000,-0.137592
7.850000,-0.131104
7.851000,-0.129806
7.852000,-0.131753
7.853000,-0.127211
7.854000,-0.121695
7.855000,-0.115207
7.856000,-0.109691
7.857000,-0.100607
7.858000,-0.090550
7.859000,-0.100283
7.860000,-0.109367
7.861000,-0.109043
7.862000,-0.108718
7.863000,-0.111314
7.864000,-0.106447
7.865000,-0.096065
7.866000,-0.105798
7.867000,-0.107745
7.868000,-0.100283
7.869000,-0.101581
7.870000,-0.118127
7.871000,-0.127211
7.872000,-0.127860
7.873000,-0.129806
7.874000,-0.128184
7.875000,-0.127535
7.876000,-0.127860
7.877000,-0.138566
7.878000,-0.151218
7.879000,-0.161276
7.880000,-0.165493
7.881000,-0.151543
7.882000,-0.129157
7.883000,-0.117478
7.884000,-0.110016
7.885000,-0.094119
7.886000,-0.079520
7.887000,-0.081791
7.888000,-0.078546
7.889000,-0.074978
7.890000,-0.075951
7.891000,-0.086008
7.892000,-0.090875
7.893000,-0.086981
7.894000,-0.079844
7.895000,-0.077897
7.896000,-0.085035
7.897000,-0.095417
7.898000,-0.101581
7.899000,-0.105149
7.900000,-0.113260
7.901000,-0.117802
7.902000,-0.115531
7.903000,-0.108718
7.904000,-0.103527
7.905000,-0.110665
7.906000,-0.109043
7.907000,-0.095417
7.908000,-0.089577
7.909000,-0.098336
7.910000,-0.113585
7.911000,-0.127860
7.912000,-0.144405
7.913000,-0.157058
7.914000,-0.165493
7.915000,-0.159005
7.916000,-0.156085
7.917000,-0.156085
7.918000,-0.153814
7.919000,-0.162249
7.920000,-0.176848
7.921000,-0.173604
7.922000,-0.166791
7.923000,-0.162249
7.924000,-0.158031
7.925000,-0.163547
7.926000,-0.163871
7.927000,-0.163871
7.928000,-0.166467
7.929000,-0.173280
7.930000,-0.175875
7.931000,-0.172631
7.932000,-0.168089
7.933000,-0.164845
7.934000,-0.175875
7.935000,-0.184635
7.936000,-0.188203
7.937000,-0.183986
7.938000,-0.181715
7.939000,-0.190799
7.940000,-0.205074
7.941000,-0.210913
7.942000,-0.214807
7.943000,-0.206371
7.944000,-0.197936
7.945000,-0.200207
7.946000,-0.206371
7.947000,-0.218700
7.948000,-0.221620
7.949000,-0.220646
7.950000,-0.227784
7.951000,-0.230704
7.952000,-0.232001
7.953000,-0.239463
7.954000,-0.239463
7.955000,-0.233624
7.956000,-0.239463
7.957000,-0.252440
7.958000,-0.259902
7.959000,-0.247898
7.960000,-0.236543
7.961000,-0.230379
7.962000,-0.223891
7.963000,-0.215456
7.964000,-0.211562
7.965000,-0.210913
7.966000,-0.212211
7.967000,-0.215780
7.968000,-0.214158
7.969000,-0.201829
7.970000,-0.185932
7.971000,-0.173280
7.972000,-0.171333
7.973000,-0.174253
7.974000,-0.183661
7.975000,-0.188203
7.976000,-0.181715
7.977000,-0.171009
7.978000,-0.169711
7.979000,-0.167116
7.980000,-0.165493
7.981000,-0.159654
7.982000,-0.148299
7.983000,-0.133050
7.984000,-0.121695
7.985000,-0.114558
7.986000,-0.121371
7.987000,-0.126562
7.988000,-0.122669
7.989000,-0.113260
7.990000,-0.111962
7.991000,-0.122669
7.992000,-0.131104
7.993000,-0.137917
7.994000,-0.130131
7.995000,-0.128184
7.996000,-0.142783
7.997000,-0.145054
7.998000,-0.142783
7.999000,-0.143757
8.000000,-0.151867
8.001000,-0.156409
8.002000,-0.157383
8.003000,-0.152192
8.004000,-0.147325
8.005000,-0.143757
8.006000,-0.136944
8.007000,-0.134348
8.008000,-0.145379
8.009000,-0.153165
8.010000,-0.156085
8.011000,-0.154463
8.012000,-0.154787
8.013000,-0.163222
8.014000,-0.169062
8.015000,-0.176200
8.016000,-0.182688
8.017000,-0.193070
8.018000,-0.199234
8.019000,-0.206371
8.020000,-0.207020
8.021000,-0.196639
8.022000,-0.183337
8.023000,-0.173929
8.024000,-0.168089
8.025000,-0.157707
8.026000,-0.151543
8.027000,-0.151867
8.028000,-0.149596
8.029000,-0.148623
8.030000,-0.149596
8.031000,-0.145703
8.032000,-0.138241
8.033000,-0.133699
8.034000,-0.119749
8.035000,-0.096065
8.036000,-0.066867
8.037000,-0.047401
8.038000,-0.035722
8.039000,-0.024367
8.040000,-0.013011
8.041000,0.011970
8.042000,0.040195
8.043000,0.061607
8.044000,0.056416
8.045000,0.054794
8.046000,0.059661
8.047000,0.067771
8.048000,0.064852
8.049000,0.059661
8.050000,0.060634
8.051000,0.068096
8.052000,0.074585
8.053000,0.062581
8.054000,0.033058
8.055000,0.003859
8.056000,-0.009767
8.057000,-0.039290
8.058000,-0.081142
8.059000,-0.097039
8.060000,-0.099634
8.061000,-0.110016
8.062000,-0.139863
8.063000,-0.160951
8.064000,-0.167116
8.065000,-0.176200
8.066000,-0.192097
8.067000,-0.193719
8.068000,-0.185284
8.069000,-0.173604
8.070000,-0.170035
8.071000,-0.169711
8.072000,-0.171333
8.073000,-0.168413
8.074000,-0.173929
8.075000,-0.171982
8.076000,-0.165818
8.077000,-0.166142
8.078000,-0.160951
8.079000,-0.151543
8.080000,-0.144081
8.081000,-0.152516
8.082000,-0.162898
8.083000,-0.166791
8.084000,-0.171009
8.085000,-0.160627
8.086000,-0.153814
8.087000,-0.148623
8.088000,-0.147325
8.089000,-0.156734
8.090000,-0.158356
8.091000,-0.139539
8.092000,-0.112936
8.093000,-0.095092
8.094000,-0.097363
8.095000,-0.107745
8.096000,-0.119100
8.097000,-0.131753
8.098000,-0.137268
8.099000,-0.131104
8.100000,-0.123318
8.101000,-0.120398
8.102000,-0.112611
8.103000,-0.103203
8.104000,-0.101905
8.105000,-0.102230
8.106000,-0.104176
8.107000,-0.105798
8.108000,-0.103527
8.109000,-0.096714
8.110000,-0.090875
8.111000,-0.079844
8.112000,-0.065569
8.113000,-0.068165
8.114000,-0.070760
8.115000,-0.072058
8.116000,-0.062649
8.117000,-0.060703
8.118000,-0.072707
8.119000,-0.078871
8.120000,-0.074329
8.121000,-0.064596
8.122000,-0.049348
8.123000,-0.024042
8.124000,-0.016256
8.125000,-0.015607
8.126000,-0.031828
8.127000,-0.054538
8.128000,-0.070760
8.129000,-0.055836
8.130000,-0.044806
8.131000,-0.079195
8.132000,-0.142459
8.133000,-0.209940
8.134000,-0.289750
8.135000,-0.408167
8.136000,-0.582061
8.137000,-0.784180
8.138000,-0.985326
8.139000,-1.160193
8.140000,-1.281530
8.141000,-1.330518
8.142000,-1.293533
8.143000,-1.149811
8.144000,-0.940879
8.145000,-0.680687
8.146000,-0.352365
8.147000,0.062256
8.148000,0.540466
8.149000,1.027111
8.150000,1.497535
8.151000,1.945898
8.152000,2.319643
8.153000,2.639532
8.154000,2.880909
8.155000,3.045720
8.156000,3.146294
8.157000,3.145645
8.158000,3.010357
8.159000,2.738159
8.160000,2.360846
8.161000,1.954334
8.162000,1.573776
8.163000,1.218525
8.164000,0.873007
8.165000,0.576477
8.166000,0.357487
8.167000,0.212467
8.168000,0.149203
8.169000,0.138497
8.170000,0.145310
8.171000,0.141417
8.172000,0.129089
8.173000,0.103459
8.174000,0.079775
8.175000,0.054145
8.176000,0.014241
8.177000,-0.020149
8.178000,-0.048699
8.179000,-0.075302
8.180000,-0.101581
8.181000,-0.123642
8.182000,-0.144081
8.183000,-0.169387
8.184000,-0.187879
8.185000,-0.198910
8.186000,-0.217727
8.187000,-0.236543
8.188000,-0.257956
8.189000,-0.271906
8.190000,-0.274177
8.191000,-0.271257
8.192000,-0.278719
8.193000,-0.283261
8.194000,-0.292021
8.195000,-0.306296
8.196000,-0.320571
8.197000,-0.323815
8.198000,-0.319273
8.199000,-0.314731
8.200000,-0.309540
8.201000,-0.287479
8.202000,-0.282937
8.203000,-0.302727
8.204000,-0.323166
8.205000,-0.331601
8.206000,-0.340361
8.207000,-0.337765
8.208000,-0.329006
8.209000,-0.334197
8.210000,-0.353338
8.211000,-0.349769
8.212000,-0.339712
8.213000,-0.337441
8.214000,-0.334846
8.215000,-0.332250
8.216000,-0.351391
8.217000,-0.360800
8.218000,-0.367937
8.219000,-0.368586
8.220000,-0.368911
8.221000,-0.380915
8.222000,-0.392594
8.223000,-0.397136
8.224000,-0.402002
8.225000,-0.404273
8.226000,-0.397460
8.227000,-0.390647
8.228000,-0.382537
8.229000,-0.379617
8.230000,-0.389350
8.231000,-0.397785
8.232000,-0.401029
8.233000,-0.402327
8.234000,-0.397136
8.235000,-0.389999
8.236000,-0.389350
8.237000,-0.392918
8.238000,-0.394216
8.239000,-0.400380
8.240000,-0.406869
8.241000,-0.407518
8.242000,-0.408815
8.243000,-0.411411
8.244000,-0.408167
8.245000,-0.400056
8.246000,-0.395514
8.247000,-0.401354
8.248000,-0.412060
8.249000,-0.415304
8.250000,-0.436716
8.251000,-0.450018
8.252000,-0.448071
8.253000,-0.457804
8.254000,-0.476297
8.255000,-0.491869
8.256000,-0.501927
8.257000,-0.511011
8.258000,-0.523988
8.259000,-0.535343
8.260000,-0.548644
8.261000,-0.556106
8.262000,-0.564541
8.263000,-0.572652
8.264000,-0.587252
8.265000,-0.602824
8.266000,-0.608664
8.267000,-0.612881
8.268000,-0.620992
8.269000,-0.629427
8.270000,-0.639809
8.271000,-0.645000
8.272000,-0.659275
8.273000,-0.678092
8.274000,-0.693015
8.275000,-0.696260
8.276000,-0.699828
8.277000,-0.713454
8.278000,-0.727729
8.279000,-0.728054
8.280000,-0.725783
8.281000,-0.746871
8.282000,-0.773474
8.283000,-0.802024
8.284000,-0.839009
8.285000,-0.888646
8.286000,-0.934715
8.287000,-0.961643
8.288000,-0.978513
8.289000,-0.959047
8.290000,-0.956127
8.291000,-0.988246
8.292000,-0.996032
8.293000,-0.961967
8.294000,-0.918818
8.295000,-0.873398
8.296000,-0.823760
8.297000,-0.768283
8.298000,-0.702748
8.299000,-0.623912
8.300000,-0.557404
8.301000,-0.495438
8.302000,-0.428930
8.303000,-0.373128
8.304000,-0.324464
8.305000,-0.270609
8.306000,-0.231028
8.307000,-0.211562
8.308000,-0.199883
8.309000,-0.184635
8.310000,-0.175226
8.311000,-0.160302
8.312000,-0.153165
8.313000,-0.142459
8.314000,-0.134024
8.315000,-0.126237
8.316000,-0.120398
8.317000,-0.114234
8.318000,-0.110340
8.319000,-0.109043
8.320000,-0.100607
8.321000,-0.086981
8.322000,-0.071409
8.323000,-0.066867
8.324000,-0.062974
8.325000,-0.057458
8.326000,-0.056161
8.327000,-0.059405
8.328000,-0.061027
8.329000,-0.059729
8.330000,-0.059729
8.331000,-0.053890
8.332000,-0.043832
8.333000,-0.029882
8.334000,-0.024042
8.335000,-0.020798
8.336000,-0.019500
8.337000,-0.016256
8.338000,-0.014958
8.339000,-0.013336
8.340000,-0.006523
8.341000,-0.001008
8.342000,-0.001981
8.343000,-0.002630
8.344000,-0.005225
8.345000,-0.010416
8.346000,-0.021771
8.347000,-0.031828
8.348000,-0.036695
8.349000,-0.041561
8.350000,-0.044157
8.351000,-0.055512
8.352000,-0.073031
8.353000,-0.085359
8.354000,-0.083737
8.355000,-0.071409
8.356000,-0.066542
8.357000,-0.064596
8.358000,-0.063622
8.359000,-0.073680
8.360000,-0.086333
8.361000,-0.086657
8.362000,-0.085035
8.363000,-0.082115
8.364000,-0.073355
8.365000,-0.067191
8.366000,-0.069787
8.367000,-0.072707
8.368000,-0.071409
8.369000,-0.061351
8.370000,-0.052267
8.371000,-0.043832
8.372000,-0.040588
8.373000,-0.035722
8.374000,-0.037019
8.375000,-0.037019
8.376000,-0.028584
8.377000,-0.004901
8.378000,0.009050
8.379000,-0.008145
8.380000,-0.006198
8.381000,-0.008145
8.382000,-0.011714
8.383000,-0.001332
8.384000,0.011645
8.385000,-0.002630
8.386000,-0.023069
8.387000,-0.025015
8.388000,-0.023393
8.389000,-0.018527
8.390000,-0.012038
8.391000,-0.014634
8.392000,-0.011389
8.393000,0.004508
8.394000,0.017160
8.395000,0.020729
8.396000,0.013592
8.397000,0.005157
8.398000,-0.001981
8.399000,-0.000683
8.400000,-0.005874
8.401000,-0.018527
8.402000,-0.037668
8.403000,-0.053241
8.404000,-0.045779
8.405000,-0.039939
8.406000,-0.040264
8.407000,-0.045130
8.408000,-0.050645
8.409000,-0.043832
8.410000,-0.031180
8.411000,-0.018527
8.412000,-0.015931
8.413000,-0.021771
8.414000,-0.027286
8.415000,-0.029882
8.416000,-0.032477
8.417000,-0.038317
8.418000,-0.042210
8.419000,-0.045779
8.420000,-0.039615
8.421000,-0.026313
8.422000,-0.010416
8.423000,-3.429578E-5
8.424000,-0.003279
8.425000,-0.006847
8.426000,-0.007496
8.427000,-0.016256
8.428000,-0.021122
8.429000,-0.036370
8.430000,-0.052267
8.431000,-0.063947
8.432000,-0.061676
8.433000,-0.053241
8.434000,-0.049348
8.435000,-0.054214
8.436000,-0.067516
8.437000,-0.073355
8.438000,-0.072058
8.439000,-0.077573
8.440000,-0.095092
8.441000,-0.108394
8.442000,-0.114234
8.443000,-0.109367
8.444000,-0.112936
8.445000,-0.120722
8.446000,-0.116829
8.447000,-0.111638
8.448000,-0.110989
8.449000,-0.115207
8.450000,-0.116829
8.451000,-0.117478
8.452000,-0.108069
8.453000,-0.093794
8.454000,-0.090550
8.455000,-0.092172
8.456000,-0.098661
8.457000,-0.105474
8.458000,-0.106447
8.459000,-0.115856
8.460000,-0.128508
8.461000,-0.139863
8.462000,-0.140512
8.463000,-0.127860
8.464000,-0.122020
8.465000,-0.113260
8.466000,-0.103527
8.467000,-0.094768
8.468000,-0.091199
8.469000,-0.083088
8.470000,-0.079520
8.471000,-0.078546
8.472000,-0.064271
8.473000,-0.047725
8.474000,-0.037344
8.475000,-0.026638
8.476000,-0.013336
8.477000,-0.001656
8.478000,-0.001332
8.479000,0.004508
8.480000,0.005805
8.481000,0.016836
8.482000,0.025271
8.483000,0.033058
8.484000,0.041493
8.485000,0.046684
8.486000,0.045061
8.487000,0.038248
8.488000,0.032733
8.489000,0.039546
8.490000,0.059012
8.491000,0.075558
8.492000,0.096646
8.493000,0.138822
8.494000,0.181646
8.495000,0.186837
8.496000,0.171913
8.497000,0.174509
8.498000,0.189757
8.499000,0.190730
8.500000,0.178402
8.501000,0.167371
8.502000,0.170940
8.503000,0.166723
8.504000,0.152123
8.505000,0.141741
8.506000,0.116436
8.507000,0.084642
8.508000,0.074585
8.509000,0.069394
8.510000,0.046684
8.511000,0.029489
8.512000,0.021054
8.513000,0.013916
8.514000,-0.011714
8.515000,-0.035722
8.516000,-0.039615
8.517000,-0.022744
8.518000,-0.021771
8.519000,-0.039290
8.520000,-0.055187
8.521000,-0.051943
8.522000,-0.034099
8.523000,-0.015282
8.524000,-0.013011
8.525000,-0.026313
8.526000,-0.041561
8.527000,-0.049348
8.528000,-0.053241
8.529000,-0.048374
8.530000,-0.045779
8.531000,-0.046103
8.532000,-0.048374
8.533000,-0.049996
8.534000,-0.053890
8.535000,-0.054538
8.536000,-0.061676
8.537000,-0.063947
8.538000,-0.062325
8.539000,-0.060703
8.540000,-0.063298
8.541000,-0.060703
8.542000,-0.056485
8.543000,-0.054863
8.544000,-0.057783
8.545000,-0.059729
